age,gender,height,weight,workout_days,workout_minutes,daily_calories,protein_intake,sleep_hours,future_weight
25,0,1.596,55.0,1,83,1726.0,112.0,7.0,55.97
45,1,1.756,55.6,2,54,1751.0,74.0,6.2,56.57
48,0,1.539,45.0,1,70,1300.0,85.0,7.9,46.74
23,1,1.675,79.4,6,47,2637.0,148.0,7.4,80.34
25,1,1.747,70.2,6,47,1449.0,140.0,4.7,68.8
38,0,1.543,60.3,3,77,1407.0,83.0,8.4,59.89
27,1,1.786,98.1,6,20,2265.0,170.0,8.2,98.42
30,1,1.761,68.7,3,34,2338.0,113.0,7.3,71.15
30,0,1.454,45.7,4,67,1465.0,80.0,7.5,46.28
18,1,1.71,64.9,6,48,1760.0,121.0,5.8,64.01
30,0,1.651,65.2,2,61,1743.0,116.0,6.1,65.31
24,1,1.79,102.5,5,66,2245.0,219.0,4.0,101.68
26,1,1.663,80.1,3,29,2334.0,158.0,6.3,81.79
43,1,1.802,83.8,0,28,1991.0,153.0,7.0,84.26
19,1,1.733,88.3,1,78,2613.0,177.0,7.7,91.26
37,1,1.818,76.1,5,47,2402.0,135.0,5.7,77.27
27,0,1.632,67.4,2,41,2033.0,86.0,8.1,70.0
27,1,1.643,59.8,3,62,1658.0,103.0,7.2,59.39
37,0,1.676,53.4,4,75,1435.0,100.0,8.2,53.25
33,1,1.7,83.1,3,71,2389.0,158.0,8.0,85.18
35,1,1.633,71.3,0,64,1432.0,121.0,7.2,70.76
39,0,1.589,64.0,3,78,2332.0,101.0,7.5,67.46
27,0,1.619,62.8,2,65,2171.0,127.0,6.4,65.14
24,1,1.803,64.2,4,44,1814.0,115.0,7.0,63.46
20,0,1.691,58.2,6,60,2014.0,101.0,7.3,59.72
23,0,1.542,62.4,4,71,2111.0,68.0,8.0,64.78
57,1,1.708,69.0,0,39,1703.0,115.0,7.2,69.57
41,0,1.727,70.0,2,44,1623.0,83.0,9.3,71.54
18,1,1.801,74.2,0,59,2484.0,85.0,7.2,76.0
18,0,1.686,61.6,0,69,1949.0,102.0,4.4,63.62
34,0,1.66,55.2,0,55,1300.0,92.0,6.6,54.77
35,0,1.687,50.8,3,60,1711.0,65.0,6.1,52.24
35,1,1.99,98.0,1,5,2397.0,136.0,6.7,98.84
28,1,1.75,78.6,3,87,1932.0,125.0,5.8,78.51
29,0,1.631,48.5,2,71,1317.0,93.0,5.2,49.05
33,1,1.768,73.4,5,70,2071.0,110.0,6.2,73.49
31,1,1.743,76.1,0,68,2040.0,135.0,7.5,76.85
18,0,1.645,56.9,0,70,2009.0,68.0,7.7,58.34
28,1,1.85,102.0,1,83,2121.0,111.0,6.2,100.88
22,1,1.751,69.2,4,77,2377.0,142.0,7.9,71.65
32,1,1.679,65.7,0,64,1518.0,132.0,6.4,65.87
57,1,1.749,72.8,3,71,2036.0,148.0,6.3,74.55
33,0,1.572,48.2,6,61,1855.0,102.0,6.6,50.07
27,0,1.62,71.6,0,40,2007.0,110.0,4.5,73.37
38,1,1.842,74.0,2,45,2183.0,132.0,6.8,75.5
34,0,1.625,64.2,6,47,1720.0,126.0,5.3,64.15
34,0,1.697,79.2,1,52,2253.0,171.0,6.5,81.49
35,0,1.688,85.5,5,50,2051.0,122.0,6.2,87.04
49,1,1.761,64.9,4,32,1960.0,96.0,8.1,65.55
20,0,1.649,59.0,5,59,1885.0,85.0,6.1,60.29
34,1,1.734,87.1,2,70,2276.0,178.0,9.6,88.58
22,0,1.65,72.4,3,46,1745.0,118.0,6.2,72.59
35,0,1.585,67.9,5,49,1874.0,100.0,6.5,69.86
22,1,1.758,62.1,2,70,2218.0,57.0,7.3,63.75
26,0,1.601,52.8,5,59,1888.0,79.0,6.4,54.26
27,1,1.683,65.8,0,73,1830.0,104.0,8.1,66.58
39,0,1.701,58.0,1,70,1300.0,55.0,4.8,57.48
38,1,1.845,62.4,0,39,1643.0,74.0,7.2,62.47
19,0,1.714,65.0,1,60,2185.0,101.0,6.3,67.63
30,1,1.773,90.9,3,67,2495.0,139.0,7.9,93.02
24,1,1.776,82.9,2,41,2030.0,96.0,7.0,83.29
19,1,1.851,103.1,5,32,2436.0,141.0,7.6,103.56
28,1,1.848,87.3,1,55,2537.0,126.0,8.1,89.07
27,1,1.756,70.5,2,13,1932.0,121.0,8.6,71.73
52,0,1.665,82.3,6,0,1785.0,158.0,7.5,83.52
34,1,1.714,71.8,5,67,2045.0,120.0,8.9,71.9
18,1,1.743,82.7,6,40,2159.0,179.0,5.8,83.6
25,1,1.73,62.4,6,49,2104.0,101.0,6.6,62.65
39,0,1.576,65.4,1,60,1669.0,77.0,6.3,65.99
49,0,1.686,80.2,0,54,1881.0,70.0,7.1,80.83
18,0,1.588,59.0,1,40,1400.0,105.0,7.3,58.53
18,0,1.574,52.6,1,94,1878.0,80.0,6.4,53.78
47,1,1.89,87.7,4,53,2201.0,99.0,8.3,88.0
34,1,1.769,83.6,5,110,2934.0,148.0,4.0,85.56
22,1,1.837,86.7,5,36,2587.0,172.0,8.2,88.94
35,0,1.631,74.8,6,47,1920.0,137.0,6.4,76.13
18,0,1.649,75.9,3,55,2055.0,106.0,7.5,76.94
30,1,1.834,79.3,5,56,2603.0,103.0,5.6,79.41
33,1,1.831,66.9,0,75,1710.0,106.0,7.3,67.31
38,1,1.767,77.2,0,8,1416.0,117.0,7.3,76.27
21,1,1.713,66.0,2,86,2532.0,161.0,8.2,68.95
31,0,1.635,76.2,1,18,2094.0,91.0,8.1,78.76
22,1,1.757,64.4,1,39,2125.0,108.0,5.5,65.53
32,0,1.671,81.6,5,56,1928.0,122.0,7.0,82.16
22,1,1.738,88.8,1,63,2024.0,115.0,8.1,89.11
26,0,1.664,64.2,0,51,1336.0,72.0,6.4,62.78
21,0,1.621,65.2,4,45,2131.0,133.0,5.1,66.66
36,0,1.739,60.6,2,55,1704.0,118.0,7.1,61.71
38,0,1.635,58.4,1,47,1922.0,108.0,5.5,60.26
28,0,1.77,71.4,4,77,1990.0,108.0,6.4,71.88
30,0,1.651,86.1,5,69,2277.0,159.0,6.0,87.99
18,0,1.617,63.3,3,64,1763.0,132.0,6.8,62.75
27,0,1.576,47.9,0,75,1434.0,45.0,8.3,49.31
30,0,1.543,59.8,3,62,1833.0,109.0,7.7,61.72
54,0,1.571,64.5,0,50,1300.0,117.0,8.4,65.07
20,0,1.577,60.1,2,23,1426.0,110.0,7.6,60.42
43,0,1.654,81.7,5,92,1871.0,114.0,7.2,81.66
39,1,1.693,75.7,3,77,2136.0,100.0,8.5,76.48
33,1,1.675,54.1,2,31,1983.0,93.0,5.5,55.76
46,1,1.788,69.6,6,70,1898.0,123.0,8.6,70.69
33,1,1.716,73.9,6,64,2307.0,151.0,7.7,75.98
34,0,1.755,54.4,2,36,1756.0,104.0,8.1,56.5
30,1,1.828,82.8,2,83,2492.0,115.0,6.4,83.46
41,0,1.621,47.9,3,58,1548.0,55.0,6.2,49.05
40,1,1.869,99.3,3,32,2329.0,113.0,7.1,99.54
24,1,1.773,87.2,3,31,2032.0,108.0,5.8,86.38
18,0,1.496,57.2,6,63,1869.0,94.0,6.6,58.46
28,0,1.543,52.8,6,36,1460.0,102.0,6.6,53.86
23,1,1.715,72.7,1,40,2205.0,104.0,6.6,73.58
29,0,1.723,63.4,2,63,1997.0,75.0,6.3,64.53
41,0,1.644,57.1,5,42,2236.0,112.0,5.3,59.32
26,1,1.824,77.0,1,46,1564.0,111.0,7.6,74.74
30,1,1.773,84.2,0,39,2529.0,108.0,7.3,86.38
31,0,1.73,69.5,6,68,2585.0,104.0,5.8,72.79
38,1,1.776,92.1,3,80,2561.0,156.0,7.5,94.56
18,1,1.656,78.8,5,21,2126.0,126.0,6.8,79.68
25,1,1.862,89.3,4,35,2280.0,128.0,6.1,89.45
32,0,1.691,51.2,0,10,1300.0,56.0,7.7,50.72
41,0,1.706,67.2,2,58,2731.0,93.0,7.1,71.03
26,0,1.573,50.6,6,59,1530.0,98.0,8.6,50.75
18,1,1.842,76.5,6,36,2055.0,148.0,6.3,76.85
36,0,1.638,58.2,2,46,1300.0,111.0,7.6,57.39
24,1,1.79,69.2,5,64,2023.0,103.0,8.8,68.69
19,1,1.796,91.3,1,86,2463.0,93.0,7.2,91.95
24,1,1.79,81.9,6,40,1884.0,156.0,5.9,79.86
28,1,1.619,71.6,3,57,1686.0,120.0,6.5,71.62
25,0,1.682,53.1,6,66,2194.0,72.0,8.6,55.73
18,0,1.564,59.2,5,91,1919.0,118.0,8.6,60.59
38,1,1.772,88.6,3,63,2240.0,54.0,6.5,88.94
41,0,1.602,77.9,6,93,2467.0,108.0,6.2,80.61
36,0,1.581,48.6,0,26,1511.0,100.0,7.9,50.12
20,0,1.593,55.4,5,63,1362.0,152.0,6.2,54.86
28,1,1.835,96.7,0,50,2134.0,176.0,7.2,96.41
30,0,1.632,62.5,0,55,1728.0,86.0,4.2,62.56
35,1,1.773,64.4,4,31,1883.0,117.0,8.8,65.74
36,0,1.677,49.0,4,79,2037.0,51.0,7.3,51.29
23,1,1.8,68.1,2,67,2358.0,98.0,6.6,70.32
31,0,1.731,51.9,6,59,1611.0,66.0,7.5,52.57
34,1,1.83,82.9,2,21,2667.0,163.0,7.8,85.09
43,1,1.742,88.0,2,73,2479.0,162.0,5.2,89.95
36,0,1.714,59.2,5,42,1636.0,117.0,6.2,59.55
37,0,1.592,66.9,3,39,1764.0,128.0,6.7,67.19
31,0,1.541,63.5,2,25,1736.0,89.0,5.6,63.41
43,0,1.642,66.9,1,48,1628.0,102.0,6.6,67.21
34,1,1.722,51.1,0,44,1502.0,65.0,6.6,50.63
22,1,1.793,82.0,5,82,3323.0,139.0,6.2,86.32
43,1,1.845,85.5,3,35,2137.0,134.0,6.5,85.44
36,1,1.71,67.7,6,41,2055.0,128.0,6.8,69.52
26,0,1.634,61.5,4,43,2124.0,81.0,5.2,63.6
26,0,1.663,70.1,0,39,1639.0,105.0,8.0,70.58
33,0,1.602,69.4,2,28,1903.0,110.0,7.6,71.37
34,0,1.683,91.5,4,68,2234.0,155.0,6.6,93.66
32,0,1.557,60.9,4,52,1390.0,84.0,7.1,60.55
33,1,1.836,100.6,4,44,2299.0,141.0,7.0,100.58
45,1,1.718,77.8,5,42,2298.0,109.0,9.2,80.25
40,0,1.543,53.1,0,58,1303.0,116.0,6.3,52.88
32,1,1.738,75.6,3,42,2230.0,154.0,7.4,77.26
38,1,1.692,56.5,0,54,2055.0,83.0,4.4,57.53
21,1,1.8,77.8,1,65,2657.0,132.0,7.4,81.05
34,0,1.708,50.6,2,62,1582.0,109.0,6.6,51.33
46,1,1.923,73.3,5,84,2824.0,166.0,7.4,76.83
28,0,1.536,56.5,3,75,1676.0,102.0,7.3,57.56
22,0,1.607,75.4,5,62,2084.0,106.0,7.1,75.85
24,1,1.821,98.7,3,63,2723.0,199.0,7.3,101.48
20,0,1.675,65.7,2,94,1938.0,110.0,8.0,66.62
23,0,1.556,57.7,6,39,1594.0,98.0,6.8,58.18
27,0,1.624,76.2,1,65,1526.0,135.0,6.7,76.01
18,0,1.589,48.3,4,38,1662.0,74.0,8.2,50.04
30,1,1.63,68.5,2,72,1376.0,72.0,7.3,67.7
38,0,1.617,57.1,4,68,1674.0,123.0,6.3,57.87
22,1,1.683,64.5,2,50,1936.0,113.0,7.6,64.92
44,0,1.617,59.2,0,81,1398.0,106.0,6.8,58.44
35,0,1.752,80.3,5,56,2237.0,84.0,5.6,81.17
39,0,1.605,66.5,1,62,1819.0,112.0,7.6,67.04
24,1,1.704,81.5,5,23,2442.0,146.0,6.7,82.9
38,1,1.776,81.6,1,100,2089.0,116.0,5.1,81.69
20,1,1.67,69.1,2,34,1369.0,102.0,5.7,67.82
38,1,1.708,90.9,1,30,2202.0,123.0,7.8,92.06
32,1,1.806,61.2,4,67,2056.0,138.0,7.4,62.63
35,1,1.942,117.3,1,58,2860.0,213.0,6.9,119.28
19,1,1.793,74.4,1,24,1966.0,108.0,7.6,74.69
22,0,1.64,73.4,5,38,1474.0,109.0,7.7,73.13
35,1,1.734,70.5,1,47,2415.0,108.0,8.0,73.46
21,0,1.529,46.4,6,40,1300.0,87.0,7.9,46.29
34,0,1.647,67.5,3,59,2286.0,86.0,6.4,70.68
18,1,1.823,96.2,6,74,2990.0,200.0,4.5,97.32
38,0,1.638,69.2,2,99,1589.0,104.0,6.5,68.65
19,1,1.824,74.0,0,24,2045.0,113.0,9.8,74.59
35,0,1.593,91.3,0,54,2071.0,163.0,7.9,93.06
36,1,1.853,98.7,3,57,2734.0,212.0,6.6,100.93
24,1,1.748,84.9,5,56,2654.0,146.0,6.6,86.96
35,0,1.61,57.3,3,59,1628.0,66.0,8.5,58.26
32,1,1.912,80.6,0,57,2098.0,138.0,5.8,80.7
25,0,1.544,56.4,4,78,2159.0,100.0,7.8,59.47
21,1,1.708,81.3,0,63,2117.0,107.0,5.5,82.22
18,1,1.716,58.1,0,25,1710.0,95.0,8.3,56.94
33,1,1.936,81.3,6,29,2482.0,122.0,7.0,81.67
18,1,1.886,93.2,2,73,2053.0,96.0,8.2,92.78
31,1,1.865,86.9,0,65,2790.0,134.0,6.6,89.66
28,1,1.737,65.7,0,49,2234.0,77.0,9.3,68.56
36,1,1.93,74.6,6,64,1950.0,123.0,7.4,73.11
27,0,1.593,72.9,1,67,1871.0,127.0,7.7,74.34
27,1,1.828,86.5,3,75,2589.0,75.0,8.3,87.44
37,0,1.58,45.6,6,50,1738.0,80.0,9.0,48.05
33,1,1.757,63.0,0,71,1806.0,73.0,6.8,63.15
33,0,1.582,58.2,0,52,1384.0,57.0,7.3,57.52
34,1,1.745,81.6,4,26,2088.0,135.0,7.5,82.71
18,1,1.803,86.3,6,63,2751.0,132.0,8.5,88.52
37,1,1.786,92.9,0,80,1506.0,159.0,8.1,91.31
36,1,1.758,57.7,2,71,1891.0,101.0,5.1,57.79
21,0,1.644,72.4,5,79,1747.0,138.0,5.6,72.35
28,1,1.552,73.8,4,59,2041.0,73.0,7.9,74.87
30,0,1.727,88.4,0,38,2015.0,137.0,9.0,89.88
29,1,1.81,81.7,5,59,2691.0,142.0,6.6,83.17
33,1,1.84,111.8,2,48,2689.0,125.0,7.7,114.18
43,0,1.598,68.8,3,62,1700.0,109.0,6.6,69.53
40,1,1.775,86.9,0,56,1871.0,137.0,7.3,87.79
18,0,1.642,68.5,3,76,1620.0,112.0,6.3,67.75
36,1,1.864,71.6,0,27,1831.0,123.0,6.5,71.38
42,0,1.7,58.9,4,8,1561.0,110.0,6.9,59.37
33,1,1.779,77.5,4,57,2340.0,145.0,7.4,79.15
40,0,1.539,57.1,5,48,1898.0,74.0,8.8,59.61
48,0,1.737,52.5,2,45,1469.0,71.0,6.2,53.07
39,1,1.712,55.5,1,41,1334.0,78.0,8.7,54.91
32,1,1.863,82.2,6,54,2283.0,136.0,7.9,82.96
39,1,1.836,89.9,5,63,2503.0,98.0,6.4,90.91
31,0,1.539,54.8,5,66,1581.0,94.0,6.4,54.61
30,1,1.729,69.9,2,0,1928.0,129.0,5.8,69.9
27,1,1.698,62.7,0,53,1576.0,64.0,6.2,61.36
44,1,1.719,70.3,3,19,2840.0,77.0,5.4,74.55
23,1,1.868,101.7,3,73,3006.0,205.0,7.1,104.91
44,0,1.692,70.0,0,67,1300.0,114.0,6.6,69.04
34,0,1.636,46.7,1,34,1943.0,105.0,6.3,49.61
18,1,1.707,55.0,1,57,2492.0,88.0,8.4,58.28
33,0,1.628,67.2,1,15,1300.0,101.0,7.3,66.95
18,1,1.722,71.3,0,64,1799.0,88.0,7.4,72.67
36,1,1.753,73.7,6,64,2490.0,189.0,8.2,77.02
38,1,1.642,64.4,4,70,2330.0,135.0,5.8,67.29
25,0,1.529,59.5,5,67,1649.0,114.0,6.9,61.04
31,0,1.584,56.0,4,44,1300.0,102.0,8.3,56.27
48,0,1.645,66.9,0,34,1302.0,73.0,5.5,66.63
25,1,1.907,78.6,4,41,2485.0,130.0,7.4,79.92
20,1,1.616,73.2,6,52,2593.0,99.0,8.7,76.38
43,1,1.704,65.4,1,30,1519.0,94.0,5.1,64.04
48,0,1.578,69.9,4,48,1512.0,119.0,8.7,71.41
30,0,1.6,50.2,0,48,1459.0,78.0,8.0,50.67
39,0,1.612,79.1,5,77,2296.0,105.0,7.3,81.19
42,1,1.693,85.8,4,64,2441.0,156.0,8.4,87.89
23,1,1.691,51.4,4,41,1706.0,87.0,7.5,51.77
26,1,1.74,61.5,4,61,2583.0,120.0,6.0,64.52
41,1,1.897,93.7,4,63,2700.0,172.0,6.6,94.7
45,1,1.765,58.0,5,20,1771.0,127.0,7.0,58.81
35,1,1.843,73.9,0,97,1972.0,90.0,7.8,75.17
22,1,1.795,81.3,2,51,2842.0,184.0,6.3,84.61
48,0,1.599,58.9,4,37,1582.0,77.0,7.3,60.28
25,0,1.661,69.9,2,55,1929.0,102.0,7.2,70.18
27,1,1.739,66.5,5,37,1731.0,119.0,7.3,65.72
33,1,1.851,60.0,0,20,2307.0,102.0,7.9,63.42
44,1,1.72,83.7,3,66,1974.0,126.0,6.6,83.4
38,0,1.644,72.7,6,56,1590.0,125.0,6.1,71.98
34,0,1.634,92.0,2,60,1750.0,208.0,6.9,92.11
34,0,1.611,45.0,0,21,1300.0,57.0,5.4,44.65
30,0,1.645,68.1,3,64,1792.0,87.0,7.7,67.42
35,1,1.689,54.1,4,50,1885.0,69.0,7.6,55.53
18,1,1.716,89.0,5,30,2412.0,129.0,7.3,90.42
27,1,1.674,76.9,5,37,2044.0,45.0,5.7,77.11
32,1,1.79,67.2,0,86,2089.0,101.0,6.1,68.44
20,0,1.688,79.1,1,46,1903.0,169.0,8.9,80.21
33,1,1.802,74.1,3,86,2031.0,119.0,6.8,74.39
28,1,1.804,82.7,1,36,2127.0,162.0,7.9,83.46
46,1,1.644,67.8,5,44,1762.0,108.0,9.8,69.03
44,0,1.666,88.4,5,47,1728.0,202.0,6.8,89.11
26,1,1.796,100.6,4,70,2190.0,177.0,7.6,100.69
29,0,1.645,57.7,4,60,2059.0,98.0,7.0,59.74
29,1,1.707,83.5,2,58,2271.0,103.0,7.8,84.16
26,1,1.804,78.5,5,76,2825.0,138.0,7.7,81.39
32,1,1.839,66.6,4,67,2196.0,153.0,7.7,68.01
23,0,1.682,63.9,2,28,1522.0,59.0,8.7,63.65
20,1,1.9,122.0,3,74,2942.0,187.0,6.3,123.41
36,0,1.621,69.7,1,34,2070.0,99.0,7.3,72.15
36,1,1.84,94.6,3,75,2649.0,105.0,7.0,96.42
23,1,1.781,74.0,6,64,2413.0,110.0,6.0,73.56
38,0,1.577,52.4,1,66,1300.0,97.0,7.3,51.54
24,1,1.643,69.5,0,46,2412.0,91.0,8.4,72.84
32,0,1.678,64.2,3,33,1300.0,130.0,5.5,63.47
37,0,1.669,52.4,6,52,1998.0,91.0,8.2,54.42
30,1,1.701,59.5,0,61,1300.0,88.0,7.6,58.98
34,0,1.669,72.0,1,66,2448.0,133.0,8.1,76.43
25,1,1.745,65.4,5,45,2252.0,110.0,7.1,66.85
28,1,1.69,69.4,5,42,2162.0,126.0,9.8,71.85
28,1,1.735,74.5,2,49,1697.0,105.0,7.6,74.3
23,0,1.697,72.9,3,71,1828.0,111.0,7.3,73.84
28,1,1.86,101.1,3,19,2611.0,189.0,7.2,103.01
18,0,1.63,53.7,2,49,1656.0,73.0,6.3,54.46
26,0,1.605,69.6,2,41,1450.0,84.0,6.8,69.32
27,1,1.855,94.1,4,65,2339.0,143.0,6.6,93.71
28,1,1.725,82.5,6,76,2996.0,141.0,7.8,85.17
28,1,1.797,58.6,5,22,1842.0,83.0,8.2,58.8
29,1,1.688,72.3,4,61,2406.0,157.0,8.3,75.25
34,1,1.931,114.7,1,73,2706.0,183.0,6.7,115.66
38,0,1.549,59.2,5,35,1300.0,87.0,5.6,57.77
24,0,1.58,64.7,3,74,1860.0,118.0,7.9,64.95
19,0,1.655,73.8,2,35,2263.0,141.0,6.2,76.07
21,0,1.631,53.5,2,67,1528.0,66.0,8.4,54.54
26,0,1.611,78.9,6,78,2377.0,150.0,7.7,80.8
27,1,1.897,97.1,5,40,2722.0,143.0,7.8,98.72
23,0,1.725,80.4,0,50,2209.0,134.0,6.4,81.86
18,0,1.58,45.0,6,77,2225.0,118.0,6.8,47.91
26,1,1.759,86.0,6,8,2161.0,124.0,6.6,86.32
32,0,1.601,62.9,4,65,1922.0,112.0,8.3,64.36
35,1,1.752,95.4,5,91,2439.0,91.0,6.1,95.83
25,0,1.657,61.7,5,0,1775.0,150.0,8.1,63.71
26,0,1.548,49.8,0,77,1405.0,45.0,8.1,49.84
22,0,1.63,53.2,2,71,1300.0,89.0,6.9,52.29
30,1,1.789,68.7,3,54,2139.0,137.0,9.1,70.23
22,0,1.736,61.1,3,63,1684.0,99.0,7.7,61.47
35,1,1.781,90.8,0,60,2843.0,124.0,4.8,93.75
18,1,1.644,77.2,6,44,2392.0,130.0,7.5,78.69
27,0,1.763,76.0,4,80,2059.0,118.0,6.0,76.34
33,0,1.698,70.3,1,55,1679.0,68.0,6.7,70.56
32,0,1.593,47.7,5,63,1840.0,46.0,8.3,49.46
54,1,1.742,79.1,3,36,2230.0,159.0,6.2,81.55
33,1,1.718,93.9,1,8,2319.0,117.0,8.2,95.95
21,0,1.569,50.2,5,31,1332.0,90.0,7.1,49.99
29,1,1.767,73.5,4,92,2305.0,90.0,6.9,74.85
18,1,1.881,91.6,0,68,1960.0,127.0,5.7,90.74
29,0,1.661,89.1,6,46,1584.0,177.0,5.9,87.99
23,1,1.777,80.8,4,66,2464.0,118.0,8.1,83.07
38,0,1.592,62.2,2,63,1485.0,127.0,6.5,62.97
25,1,1.817,80.1,4,19,2926.0,136.0,6.8,84.26
29,1,1.638,52.6,0,72,2188.0,79.0,7.0,54.65
24,1,1.766,57.2,0,17,1873.0,92.0,7.6,58.1
46,1,1.755,65.6,4,42,1554.0,116.0,9.1,65.18
27,1,1.811,89.0,5,35,2615.0,167.0,7.8,90.48
46,1,1.747,71.2,0,59,1735.0,102.0,9.8,71.29
37,1,1.687,64.2,2,59,2264.0,82.0,7.8,66.94
34,1,1.761,65.9,1,0,2290.0,131.0,5.8,68.17
33,1,1.684,69.4,4,80,1798.0,140.0,7.2,68.55
34,1,1.625,82.2,0,56,1892.0,134.0,9.7,83.43
18,1,1.811,79.1,6,74,2717.0,163.0,9.1,81.15
27,0,1.512,47.7,5,56,1545.0,66.0,8.4,48.36
38,0,1.542,58.2,5,59,1300.0,82.0,5.3,57.71
30,0,1.712,90.6,5,26,2112.0,168.0,8.7,92.04
18,1,1.713,65.1,1,39,1854.0,71.0,6.5,65.58
30,0,1.66,54.7,2,51,1620.0,123.0,7.4,55.5
45,0,1.662,64.4,4,69,1780.0,93.0,7.1,64.26
41,0,1.633,68.2,0,46,1771.0,67.0,6.8,69.34
29,1,1.701,75.0,1,41,2513.0,96.0,7.1,77.84
39,0,1.693,82.5,2,37,2058.0,104.0,6.7,83.74
27,0,1.639,57.0,3,62,1948.0,97.0,4.9,58.43
18,0,1.714,60.1,0,53,1592.0,96.0,5.7,59.74
22,1,1.729,69.8,5,37,1853.0,97.0,7.8,69.6
44,1,1.68,76.7,5,51,2498.0,130.0,8.6,79.71
28,1,1.776,59.4,2,40,2396.0,78.0,7.3,62.41
28,1,1.714,63.5,6,35,2178.0,136.0,7.9,65.27
27,0,1.703,65.3,6,23,1975.0,92.0,6.8,66.24
47,1,1.872,96.3,1,28,2499.0,198.0,6.8,98.11
45,1,1.808,87.8,6,54,3337.0,148.0,6.5,92.38
50,1,1.651,78.2,5,14,2254.0,151.0,5.5,79.55
29,1,1.865,104.4,4,38,2688.0,125.0,7.7,105.31
33,1,1.87,84.9,1,68,3059.0,123.0,6.9,88.82
18,0,1.743,59.6,5,75,2482.0,145.0,8.3,63.85
43,0,1.685,56.4,4,62,1300.0,86.0,7.7,56.39
19,1,1.721,54.0,2,71,1766.0,94.0,7.7,54.32
32,1,1.629,59.5,2,55,1609.0,87.0,7.1,59.01
20,1,1.707,67.5,1,34,2309.0,93.0,5.7,68.45
25,1,1.881,92.4,1,69,2198.0,181.0,5.9,93.01
22,0,1.56,59.5,4,65,1377.0,130.0,6.7,59.47
25,0,1.758,66.0,6,44,2333.0,74.0,8.2,68.72
25,0,1.631,61.1,0,43,1300.0,80.0,7.9,60.56
25,0,1.633,55.6,1,54,1390.0,66.0,9.8,55.68
38,1,1.729,83.6,5,78,2323.0,150.0,5.8,83.62
20,0,1.66,60.0,0,47,1620.0,99.0,8.1,60.91
32,0,1.561,47.9,0,0,1319.0,59.0,6.0,47.25
41,0,1.76,87.0,6,64,2199.0,132.0,8.2,88.42
25,1,1.775,82.6,0,33,2243.0,129.0,7.3,83.91
24,0,1.689,47.0,2,64,1580.0,72.0,5.4,47.22
28,0,1.547,66.2,2,63,1433.0,127.0,7.0,66.12
41,0,1.642,52.9,0,86,1398.0,66.0,8.6,53.72
32,1,1.672,60.5,0,53,2343.0,102.0,7.1,64.13
25,0,1.666,67.2,2,65,2037.0,102.0,7.5,68.99
34,0,1.57,62.9,4,58,1702.0,130.0,8.0,64.15
20,0,1.591,64.3,6,73,2294.0,122.0,6.6,66.64
36,0,1.603,59.4,6,0,1552.0,78.0,8.8,60.41
34,0,1.594,54.3,5,41,1317.0,77.0,7.5,53.52
27,1,1.789,85.9,6,50,2470.0,117.0,8.5,87.52
22,0,1.515,53.0,3,56,1320.0,84.0,7.5,51.99
22,1,1.806,96.4,1,31,2085.0,137.0,7.2,96.03
35,0,1.552,62.9,0,61,1654.0,97.0,6.4,63.62
41,1,1.661,54.6,2,73,2074.0,115.0,8.0,56.33
24,1,1.811,71.5,6,41,2722.0,140.0,6.7,74.84
34,0,1.597,63.7,0,36,1487.0,91.0,6.7,63.84
18,0,1.721,85.3,0,63,1887.0,109.0,4.7,85.17
25,0,1.646,77.6,0,58,1857.0,143.0,6.1,78.69
30,0,1.558,56.1,6,60,1300.0,115.0,6.3,55.41
22,0,1.691,61.6,0,26,2109.0,133.0,7.0,64.92
22,1,1.703,59.7,4,110,1410.0,118.0,7.7,58.16
24,1,1.769,73.3,1,6,2221.0,109.0,6.5,74.81
33,1,1.721,95.2,1,72,1947.0,177.0,6.5,95.43
28,1,1.717,77.5,2,41,1856.0,171.0,8.7,78.14
18,1,1.79,57.6,4,115,1986.0,88.0,8.1,57.62
18,0,1.582,52.9,4,64,1561.0,77.0,6.8,53.53
25,0,1.668,58.6,1,76,1300.0,69.0,6.6,57.44
34,1,1.761,62.3,2,65,1477.0,97.0,5.9,60.72
18,1,1.758,74.7,4,6,2188.0,111.0,7.6,75.43
26,0,1.589,64.7,2,57,1369.0,101.0,8.7,64.2
25,1,1.891,97.2,1,62,2223.0,141.0,6.6,97.15
42,1,1.767,88.5,0,64,2017.0,149.0,7.2,90.16
27,0,1.501,59.1,5,79,1300.0,123.0,7.5,58.28
33,0,1.69,51.3,5,60,1706.0,98.0,6.4,52.21
31,1,1.814,63.9,5,71,2560.0,116.0,5.9,66.22
18,0,1.636,59.8,4,40,1805.0,105.0,5.7,60.16
37,1,1.765,78.0,2,20,1860.0,99.0,8.4,78.64
32,0,1.65,75.2,0,37,2088.0,129.0,6.8,76.72
35,1,1.832,83.8,1,40,2635.0,135.0,8.3,86.33
60,1,1.668,69.5,6,37,1300.0,67.0,7.3,67.97
18,0,1.658,67.2,3,31,2031.0,118.0,9.2,68.84
46,1,1.745,73.2,5,36,2051.0,122.0,5.7,73.17
27,0,1.734,75.4,4,46,2152.0,140.0,8.2,76.43
33,1,1.771,90.8,6,35,2388.0,172.0,6.8,91.75
30,1,1.846,86.3,4,106,2349.0,181.0,5.4,87.31
26,1,1.791,81.8,2,27,2099.0,108.0,6.5,82.62
